"Query ID", "Doc ID", "Ranking", "Precision", "Recall"
3,CACM-2850,28,0.071,0.333
3,CACM-2877,29,0.069,0.333
3,CACM-2923,30,0.100,0.500
3,CACM-3066,31,0.097,0.500
3,CACM-2733,32,0.094,0.500
3,CACM-1916,33,0.091,0.500
3,CACM-2824,34,0.088,0.500
3,CACM-1173,35,0.086,0.500
3,CACM-1836,36,0.083,0.500
3,CACM-1160,37,0.081,0.500
3,CACM-1855,38,0.079,0.500
3,CACM-2111,39,0.077,0.500
3,CACM-1825,40,0.075,0.500
3,CACM-1911,41,0.073,0.500
3,CACM-2835,42,0.071,0.500
3,CACM-2015,43,0.070,0.500
3,CACM-0799,44,0.068,0.500
3,CACM-2514,45,0.067,0.500
3,CACM-2449,46,0.065,0.500
3,CACM-1974,47,0.064,0.500
3,CACM-0396,48,0.062,0.500
3,CACM-1223,49,0.061,0.500
3,CACM-2064,50,0.060,0.500
3,CACM-3189,51,0.059,0.500
3,CACM-1939,52,0.058,0.500
3,CACM-2708,53,0.057,0.500
3,CACM-1234,54,0.056,0.500
3,CACM-0252,55,0.055,0.500
3,CACM-2253,56,0.054,0.500
3,CACM-2616,57,0.053,0.500
3,CACM-1885,58,0.052,0.500
3,CACM-2407,59,0.051,0.500
3,CACM-1989,60,0.050,0.500
3,CACM-2701,61,0.049,0.500
3,CACM-1768,62,0.048,0.500
3,CACM-2645,63,0.048,0.500
3,CACM-2471,64,0.047,0.500
3,CACM-1647,65,0.046,0.500
3,CACM-2944,66,0.045,0.500
3,CACM-2495,67,0.045,0.500
3,CACM-1029,68,0.044,0.500
3,CACM-3130,69,0.043,0.500
3,CACM-1809,70,0.043,0.500
3,CACM-0728,71,0.042,0.500
3,CACM-3055,72,0.042,0.500
3,CACM-1465,73,0.041,0.500
3,CACM-3005,74,0.041,0.500
3,CACM-0205,75,0.040,0.500
3,CACM-2551,76,0.039,0.500
3,CACM-2819,77,0.039,0.500
3,CACM-2989,78,0.038,0.500
3,CACM-1542,79,0.038,0.500
3,CACM-1738,80,0.037,0.500
3,CACM-2702,81,0.037,0.500
3,CACM-2658,82,0.037,0.500
3,CACM-2739,83,0.036,0.500
3,CACM-0071,84,0.036,0.500
3,CACM-3204,85,0.035,0.500
3,CACM-1824,86,0.035,0.500
3,CACM-2542,87,0.034,0.500
3,CACM-1498,88,0.034,0.500
3,CACM-3121,89,0.034,0.500
3,CACM-1265,90,0.033,0.500
3,CACM-2325,91,0.033,0.500
3,CACM-1237,92,0.033,0.500
3,CACM-2345,93,0.032,0.500
3,CACM-1788,94,0.032,0.500
3,CACM-3054,95,0.032,0.500
3,CACM-3030,96,0.031,0.500
3,CACM-1404,97,0.031,0.500
3,CACM-1134,98,0.041,0.667
3,CACM-1347,99,0.040,0.667
3,CACM-2130,100,0.040,0.667
4,CACM-3128,1,1.000,0.083
4,CACM-3043,2,1.000,0.167
4,CACM-1747,3,0.667,0.167
4,CACM-2895,4,0.500,0.167
4,CACM-2342,5,0.400,0.167
4,CACM-1846,6,0.333,0.167
4,CACM-2320,7,0.286,0.167
4,CACM-2939,8,0.250,0.167
4,CACM-2377,9,0.222,0.167
4,CACM-3073,10,0.300,0.250
4,CACM-2740,11,0.273,0.250
4,CACM-2949,12,0.250,0.250
4,CACM-3105,13,0.231,0.250
4,CACM-2080,14,0.214,0.250
4,CACM-2371,15,0.267,0.333
4,CACM-3064,16,0.250,0.333
4,CACM-3082,17,0.294,0.417
4,CACM-2626,18,0.278,0.417
4,CACM-2519,19,0.263,0.417
4,CACM-2767,20,0.250,0.417
4,CACM-2840,21,0.238,0.417
4,CACM-2742,22,0.227,0.417
4,CACM-2376,23,0.217,0.417
4,CACM-2936,24,0.208,0.417
4,CACM-1135,25,0.200,0.417
4,CACM-2558,26,0.192,0.417
4,CACM-2632,27,0.185,0.417
4,CACM-3127,28,0.214,0.500
4,CACM-2920,29,0.207,0.500
4,CACM-1485,30,0.200,0.500
4,CACM-1677,31,0.194,0.500
4,CACM-2844,32,0.188,0.500
4,CACM-1749,33,0.212,0.583
4,CACM-1827,34,0.206,0.583
4,CACM-2378,35,0.200,0.583
4,CACM-2314,36,0.194,0.583
4,CACM-3148,37,0.189,0.583
4,CACM-3120,38,0.184,0.583
4,CACM-2870,39,0.179,0.583
4,CACM-2946,40,0.175,0.583
4,CACM-3103,41,0.171,0.583
4,CACM-3137,42,0.167,0.583
4,CACM-2514,43,0.163,0.583
4,CACM-1484,44,0.159,0.583
4,CACM-2851,45,0.156,0.583
4,CACM-2940,46,0.152,0.583
4,CACM-2597,47,0.170,0.667
4,CACM-2849,48,0.167,0.667
4,CACM-2969,49,0.163,0.667
4,CACM-2317,50,0.160,0.667
4,CACM-2060,51,0.157,0.667
4,CACM-2629,52,0.154,0.667
4,CACM-3141,53,0.151,0.667
4,CACM-1680,54,0.148,0.667
4,CACM-2541,55,0.145,0.667
4,CACM-2379,56,0.143,0.667
4,CACM-2959,57,0.140,0.667
4,CACM-1828,58,0.138,0.667
4,CACM-3068,59,0.136,0.667
4,CACM-1657,60,0.133,0.667
4,CACM-1463,61,0.131,0.667
4,CACM-2958,62,0.129,0.667
4,CACM-1591,63,0.127,0.667
4,CACM-2406,64,0.125,0.667
4,CACM-2929,65,0.123,0.667
4,CACM-2865,66,0.121,0.667
4,CACM-2718,67,0.119,0.667
4,CACM-2900,68,0.118,0.667
4,CACM-0972,69,0.116,0.667
4,CACM-1928,70,0.114,0.667
4,CACM-1854,71,0.113,0.667
4,CACM-1902,72,0.111,0.667
4,CACM-1753,73,0.110,0.667
4,CACM-2522,74,0.108,0.667
4,CACM-2931,75,0.107,0.667
4,CACM-2439,76,0.105,0.667
4,CACM-1685,77,0.104,0.667
4,CACM-2868,78,0.103,0.667
4,CACM-1470,79,0.101,0.667
4,CACM-1534,80,0.100,0.667
4,CACM-2536,81,0.099,0.667
4,CACM-2436,82,0.098,0.667
4,CACM-2717,83,0.096,0.667
4,CACM-2922,84,0.095,0.667
4,CACM-2372,85,0.094,0.667
4,CACM-2912,86,0.105,0.750
4,CACM-1458,87,0.103,0.750
4,CACM-1033,88,0.102,0.750
4,CACM-2357,89,0.101,0.750
4,CACM-0409,90,0.100,0.750
4,CACM-3049,91,0.099,0.750
4,CACM-2876,92,0.098,0.750
4,CACM-2254,93,0.097,0.750
4,CACM-1348,94,0.096,0.750
4,CACM-1518,95,0.095,0.750
4,CACM-1959,96,0.094,0.750
4,CACM-2705,97,0.093,0.750
4,CACM-1811,98,0.102,0.833
4,CACM-1247,99,0.101,0.833
4,CACM-2898,100,0.100,0.833
5,CACM-2035,1,1.000,0.125
5,CACM-2501,2,1.000,0.250
5,CACM-1829,3,0.667,0.250
5,CACM-1937,4,0.500,0.250
5,CACM-2357,5,0.400,0.250
5,CACM-2299,6,0.500,0.375
5,CACM-2399,7,0.571,0.500
5,CACM-2003,8,0.500,0.500
5,CACM-1742,9,0.444,0.500
5,CACM-2105,10,0.400,0.500
5,CACM-1699,11,0.364,0.500
5,CACM-2947,12,0.333,0.500
5,CACM-2439,13,0.308,0.500
5,CACM-1671,14,0.286,0.500
5,CACM-1747,15,0.267,0.500
5,CACM-3012,16,0.250,0.500
5,CACM-1978,17,0.235,0.500
5,CACM-2604,18,0.222,0.500
5,CACM-2314,19,0.211,0.500
5,CACM-1502,20,0.250,0.625
5,CACM-2820,21,0.286,0.750
5,CACM-1680,22,0.273,0.750
5,CACM-1977,23,0.261,0.750
5,CACM-1697,24,0.250,0.750
5,CACM-1926,25,0.240,0.750
5,CACM-2629,26,0.231,0.750
5,CACM-0972,27,0.222,0.750
5,CACM-3204,28,0.214,0.750
5,CACM-2959,29,0.207,0.750
5,CACM-1307,30,0.233,0.875
5,CACM-1681,31,0.226,0.875
5,CACM-1534,32,0.219,0.875
5,CACM-1682,33,0.212,0.875
5,CACM-2188,34,0.206,0.875
5,CACM-1033,35,0.200,0.875
5,CACM-3147,36,0.194,0.875
5,CACM-1767,37,0.189,0.875
5,CACM-2873,38,0.184,0.875
5,CACM-2152,39,0.179,0.875
5,CACM-3049,40,0.175,0.875
5,CACM-2370,41,0.171,0.875
5,CACM-2718,42,0.167,0.875
5,CACM-0671,43,0.163,0.875
5,CACM-2730,44,0.159,0.875
5,CACM-1487,45,0.156,0.875
5,CACM-1853,46,0.152,0.875
5,CACM-2786,47,0.149,0.875
5,CACM-1591,48,0.146,0.875
5,CACM-2252,49,0.143,0.875
5,CACM-0892,50,0.140,0.875
5,CACM-1506,51,0.137,0.875
5,CACM-1856,52,0.135,0.875
5,CACM-2542,53,0.132,0.875
5,CACM-2230,54,0.130,0.875
5,CACM-1927,55,0.127,0.875
5,CACM-2645,56,0.125,0.875
5,CACM-1272,57,0.123,0.875
5,CACM-1457,58,0.121,0.875
5,CACM-1891,59,0.119,0.875
5,CACM-0251,60,0.117,0.875
5,CACM-3030,61,0.115,0.875
5,CACM-1960,62,0.113,0.875
5,CACM-2065,63,0.111,0.875
5,CACM-1188,64,0.109,0.875
5,CACM-2917,65,0.108,0.875
5,CACM-2054,66,0.106,0.875
5,CACM-1923,67,0.104,0.875
5,CACM-1605,68,0.103,0.875
5,CACM-1281,69,0.101,0.875
5,CACM-2812,70,0.100,0.875
5,CACM-3137,71,0.099,0.875
5,CACM-2541,72,0.097,0.875
5,CACM-1962,73,0.096,0.875
5,CACM-1726,74,0.095,0.875
5,CACM-1739,75,0.093,0.875
5,CACM-2201,76,0.092,0.875
5,CACM-2522,77,0.091,0.875
5,CACM-2169,78,0.090,0.875
5,CACM-2002,79,0.089,0.875
5,CACM-2151,80,0.087,0.875
5,CACM-1503,81,0.086,0.875
5,CACM-1270,82,0.085,0.875
5,CACM-1827,83,0.084,0.875
5,CACM-2247,84,0.083,0.875
5,CACM-0756,85,0.082,0.875
5,CACM-2841,86,0.081,0.875
5,CACM-3154,87,0.080,0.875
5,CACM-1252,88,0.080,0.875
5,CACM-3025,89,0.079,0.875
5,CACM-1603,90,0.078,0.875
5,CACM-1695,91,0.077,0.875
5,CACM-2819,92,0.076,0.875
5,CACM-1741,93,0.075,0.875
5,CACM-1088,94,0.074,0.875
5,CACM-1160,95,0.074,0.875
5,CACM-2667,96,0.073,0.875
5,CACM-1257,97,0.072,0.875
5,CACM-2106,98,0.071,0.875
5,CACM-2321,99,0.071,0.875
5,CACM-1657,100,0.070,0.875
6,CACM-1543,1,1.000,0.333
6,CACM-2078,2,1.000,0.667
6,CACM-2826,3,0.667,0.667
6,CACM-2230,4,0.500,0.667
6,CACM-1664,5,0.400,0.667
6,CACM-2828,6,0.500,1.000
6,CACM-1365,7,0.429,1.000
6,CACM-2485,8,0.375,1.000
6,CACM-0695,9,0.333,1.000
6,CACM-1435,10,0.300,1.000
6,CACM-2389,11,0.273,1.000
6,CACM-2753,12,0.250,1.000
6,CACM-2406,13,0.231,1.000
6,CACM-0605,14,0.214,1.000
6,CACM-1196,15,0.200,1.000
6,CACM-1978,16,0.188,1.000
6,CACM-2091,17,0.176,1.000
6,CACM-1605,18,0.167,1.000
6,CACM-1341,19,0.158,1.000
6,CACM-0435,20,0.150,1.000
6,CACM-1083,21,0.143,1.000
6,CACM-0417,22,0.136,1.000
6,CACM-1623,23,0.130,1.000
6,CACM-2812,24,0.125,1.000
6,CACM-1901,25,0.120,1.000
6,CACM-2547,26,0.115,1.000
6,CACM-2187,27,0.111,1.000
6,CACM-2105,28,0.107,1.000
6,CACM-1234,29,0.103,1.000
6,CACM-2198,30,0.100,1.000
6,CACM-1345,31,0.097,1.000
6,CACM-2196,32,0.094,1.000
6,CACM-1503,33,0.091,1.000
6,CACM-2873,34,0.088,1.000
6,CACM-2188,35,0.086,1.000
6,CACM-1515,36,0.083,1.000
6,CACM-2718,37,0.081,1.000
6,CACM-3200,38,0.079,1.000
6,CACM-1811,39,0.077,1.000
6,CACM-1959,40,0.075,1.000
6,CACM-0855,41,0.073,1.000
6,CACM-3050,42,0.071,1.000
6,CACM-2046,43,0.070,1.000
6,CACM-2452,44,0.068,1.000
6,CACM-2999,45,0.067,1.000
6,CACM-2314,46,0.065,1.000
6,CACM-1846,47,0.064,1.000
6,CACM-2138,48,0.062,1.000
6,CACM-2977,49,0.061,1.000
6,CACM-1844,50,0.060,1.000
6,CACM-0851,51,0.059,1.000
6,CACM-1009,52,0.058,1.000
6,CACM-1747,53,0.057,1.000
6,CACM-2906,54,0.056,1.000
6,CACM-1616,55,0.055,1.000
6,CACM-2353,56,0.054,1.000
6,CACM-2750,57,0.053,1.000
6,CACM-3035,58,0.052,1.000
6,CACM-1066,59,0.051,1.000
6,CACM-0616,60,0.050,1.000
6,CACM-2593,61,0.049,1.000
6,CACM-1014,62,0.048,1.000
6,CACM-2937,63,0.048,1.000
6,CACM-0696,64,0.047,1.000
6,CACM-2567,65,0.046,1.000
6,CACM-2268,66,0.045,1.000
6,CACM-1433,67,0.045,1.000
6,CACM-3103,68,0.044,1.000
6,CACM-2516,69,0.043,1.000
6,CACM-2502,70,0.043,1.000
6,CACM-0331,71,0.042,1.000
6,CACM-1071,72,0.042,1.000
6,CACM-1051,73,0.041,1.000
6,CACM-2321,74,0.041,1.000
6,CACM-2707,75,0.040,1.000
6,CACM-1769,76,0.039,1.000
6,CACM-2062,77,0.039,1.000
6,CACM-1658,78,0.038,1.000
6,CACM-2285,79,0.038,1.000
6,CACM-0654,80,0.037,1.000
6,CACM-1088,81,0.037,1.000
6,CACM-1034,82,0.037,1.000
6,CACM-1387,83,0.036,1.000
6,CACM-1552,84,0.036,1.000
6,CACM-2951,85,0.035,1.000
6,CACM-2522,86,0.035,1.000
6,CACM-2856,87,0.034,1.000
6,CACM-3026,88,0.034,1.000
6,CACM-2967,89,0.034,1.000
6,CACM-1671,90,0.033,1.000
6,CACM-2667,91,0.033,1.000
6,CACM-2299,92,0.033,1.000
6,CACM-2715,93,0.032,1.000
6,CACM-1677,94,0.032,1.000
6,CACM-1602,95,0.032,1.000
6,CACM-1290,96,0.031,1.000
6,CACM-1188,97,0.031,1.000
6,CACM-2958,98,0.031,1.000
6,CACM-1835,99,0.030,1.000
6,CACM-3165,100,0.030,1.000
7,CACM-3043,1,1.000,0.036
7,CACM-2080,2,0.500,0.036
7,CACM-2320,3,0.667,0.071
7,CACM-2376,4,0.750,0.107
7,CACM-3128,5,0.800,0.143
7,CACM-2740,6,0.667,0.143
7,CACM-2865,7,0.714,0.179
7,CACM-1922,8,0.625,0.179
7,CACM-2342,9,0.667,0.214
7,CACM-2379,10,0.600,0.214
7,CACM-2949,11,0.545,0.214
7,CACM-2912,12,0.583,0.250
7,CACM-1749,13,0.538,0.250
7,CACM-1854,14,0.500,0.250
7,CACM-1960,15,0.533,0.286
7,CACM-1198,16,0.562,0.321
7,CACM-3141,17,0.588,0.357
7,CACM-2256,18,0.611,0.393
7,CACM-3014,19,0.579,0.393
7,CACM-2541,20,0.550,0.393
7,CACM-2895,21,0.571,0.429
7,CACM-2920,22,0.545,0.429
7,CACM-1747,23,0.522,0.429
7,CACM-2851,24,0.500,0.429
7,CACM-0046,25,0.480,0.429
7,CACM-2317,26,0.462,0.429
7,CACM-1846,27,0.444,0.429
7,CACM-2371,28,0.429,0.429
7,CACM-2378,29,0.414,0.429
7,CACM-3104,30,0.400,0.429
7,CACM-3148,31,0.419,0.464
7,CACM-2618,32,0.438,0.500
7,CACM-1753,33,0.424,0.500
7,CACM-2849,34,0.412,0.500
7,CACM-2700,35,0.429,0.536
7,CACM-3039,36,0.417,0.536
7,CACM-3073,37,0.405,0.536
7,CACM-2227,38,0.395,0.536
7,CACM-1603,39,0.385,0.536
7,CACM-3127,40,0.375,0.536
7,CACM-3082,41,0.390,0.571
7,CACM-1338,42,0.405,0.607
7,CACM-2150,43,0.419,0.643
7,CACM-3137,44,0.409,0.643
7,CACM-1828,45,0.400,0.643
7,CACM-2597,46,0.413,0.679
7,CACM-3048,47,0.404,0.679
7,CACM-1698,48,0.396,0.679
7,CACM-3120,49,0.388,0.679
7,CACM-1247,50,0.380,0.679
7,CACM-2314,51,0.373,0.679
7,CACM-2898,52,0.365,0.679
7,CACM-2439,53,0.358,0.679
7,CACM-1135,54,0.352,0.679
7,CACM-2896,55,0.345,0.679
7,CACM-2578,56,0.357,0.714
7,CACM-1827,57,0.351,0.714
7,CACM-2228,58,0.362,0.750
7,CACM-0972,59,0.356,0.750
7,CACM-2928,60,0.350,0.750
7,CACM-1290,61,0.344,0.750
7,CACM-3059,62,0.339,0.750
7,CACM-2111,63,0.333,0.750
7,CACM-2890,64,0.328,0.750
7,CACM-2681,65,0.323,0.750
7,CACM-2732,66,0.318,0.750
7,CACM-2940,67,0.313,0.750
7,CACM-1774,68,0.309,0.750
7,CACM-2938,69,0.304,0.750
7,CACM-2514,70,0.300,0.750
7,CACM-1728,71,0.296,0.750
7,CACM-2629,72,0.292,0.750
7,CACM-1657,73,0.288,0.750
7,CACM-2083,74,0.284,0.750
7,CACM-2871,75,0.280,0.750
7,CACM-3056,76,0.276,0.750
7,CACM-2972,77,0.273,0.750
7,CACM-1923,78,0.269,0.750
7,CACM-1959,79,0.266,0.750
7,CACM-2777,80,0.275,0.786
7,CACM-1680,81,0.272,0.786
7,CACM-3064,82,0.268,0.786
7,CACM-1591,83,0.265,0.786
7,CACM-2499,84,0.262,0.786
7,CACM-3153,85,0.259,0.786
7,CACM-1476,86,0.256,0.786
7,CACM-2482,87,0.264,0.821
7,CACM-1748,88,0.261,0.821
7,CACM-2519,89,0.258,0.821
7,CACM-1750,90,0.256,0.821
7,CACM-2878,91,0.253,0.821
7,CACM-1534,92,0.250,0.821
7,CACM-2016,93,0.247,0.821
7,CACM-1410,94,0.245,0.821
7,CACM-1699,95,0.242,0.821
7,CACM-3078,96,0.240,0.821
7,CACM-2939,97,0.237,0.821
7,CACM-3157,98,0.235,0.821
7,CACM-2326,99,0.232,0.821
7,CACM-1811,100,0.230,0.821
8,CACM-2625,1,1.000,0.333
8,CACM-2951,2,0.500,0.333
8,CACM-2541,3,0.333,0.333
8,CACM-3126,4,0.250,0.333
8,CACM-0040,5,0.200,0.333
8,CACM-1928,6,0.167,0.333
8,CACM-1751,7,0.143,0.333
8,CACM-1261,8,0.125,0.333
8,CACM-2522,9,0.111,0.333
8,CACM-1677,10,0.100,0.333
8,CACM-2258,11,0.091,0.333
8,CACM-2358,12,0.083,0.333
8,CACM-2849,13,0.154,0.667
8,CACM-1747,14,0.143,0.667
8,CACM-3072,15,0.133,0.667
8,CACM-2860,16,0.125,0.667
8,CACM-1680,17,0.118,0.667
8,CACM-1685,18,0.111,0.667
8,CACM-3032,19,0.158,1.000
8,CACM-2991,20,0.150,1.000
8,CACM-2969,21,0.143,1.000
8,CACM-3068,22,0.136,1.000
8,CACM-2543,23,0.130,1.000
8,CACM-2949,24,0.125,1.000
8,CACM-3083,25,0.120,1.000
8,CACM-2095,26,0.115,1.000
8,CACM-2776,27,0.111,1.000
8,CACM-1785,28,0.107,1.000
8,CACM-1695,29,0.103,1.000
8,CACM-1754,30,0.100,1.000
8,CACM-2197,31,0.097,1.000
8,CACM-1750,32,0.094,1.000
8,CACM-2371,33,0.091,1.000
