"Query ID", "Doc ID", "Ranking", "Precision", "Recall"
2,CACM-2976,39,0.077,1.000
2,CACM-2144,40,0.075,1.000
2,CACM-0246,41,0.073,1.000
2,CACM-2039,42,0.071,1.000
2,CACM-0626,43,0.070,1.000
2,CACM-1272,44,0.068,1.000
2,CACM-0857,45,0.067,1.000
2,CACM-1397,46,0.065,1.000
2,CACM-1062,47,0.064,1.000
2,CACM-2577,48,0.062,1.000
2,CACM-2663,49,0.061,1.000
2,CACM-2143,50,0.060,1.000
2,CACM-3117,51,0.059,1.000
2,CACM-2328,52,0.058,1.000
2,CACM-3194,53,0.057,1.000
2,CACM-2125,54,0.056,1.000
2,CACM-1014,55,0.055,1.000
2,CACM-1821,56,0.054,1.000
2,CACM-0853,57,0.053,1.000
2,CACM-0394,58,0.052,1.000
2,CACM-0372,59,0.051,1.000
2,CACM-1105,60,0.050,1.000
2,CACM-2926,61,0.049,1.000
2,CACM-3003,62,0.048,1.000
2,CACM-1843,63,0.048,1.000
2,CACM-2021,64,0.047,1.000
2,CACM-0798,65,0.046,1.000
2,CACM-0890,66,0.045,1.000
2,CACM-0397,67,0.045,1.000
2,CACM-1671,68,0.044,1.000
2,CACM-1702,69,0.043,1.000
2,CACM-0391,70,0.043,1.000
2,CACM-1139,71,0.042,1.000
2,CACM-0058,72,0.042,1.000
2,CACM-1753,73,0.041,1.000
2,CACM-3144,74,0.041,1.000
2,CACM-1990,75,0.040,1.000
2,CACM-1136,76,0.039,1.000
2,CACM-2493,77,0.039,1.000
2,CACM-2422,78,0.038,1.000
2,CACM-1623,79,0.038,1.000
2,CACM-0407,80,0.037,1.000
2,CACM-0854,81,0.037,1.000
2,CACM-1258,82,0.037,1.000
2,CACM-1910,83,0.036,1.000
2,CACM-1072,84,0.036,1.000
2,CACM-0942,85,0.035,1.000
2,CACM-2621,86,0.035,1.000
2,CACM-1994,87,0.034,1.000
2,CACM-1941,88,0.034,1.000
2,CACM-1634,89,0.034,1.000
2,CACM-2704,90,0.033,1.000
2,CACM-1981,91,0.033,1.000
2,CACM-1096,92,0.033,1.000
2,CACM-2440,93,0.032,1.000
2,CACM-2472,94,0.032,1.000
2,CACM-2812,95,0.032,1.000
2,CACM-2917,96,0.031,1.000
2,CACM-1369,97,0.031,1.000
2,CACM-0123,98,0.031,1.000
2,CACM-0563,99,0.030,1.000
2,CACM-0569,100,0.030,1.000
3,CACM-0637,1,0.000,0.000
3,CACM-1387,2,0.000,0.000
3,CACM-1787,3,0.000,0.000
3,CACM-0252,4,0.000,0.000
3,CACM-1533,5,0.000,0.000
3,CACM-3115,6,0.000,0.000
3,CACM-1134,7,0.143,0.167
3,CACM-1807,8,0.250,0.333
3,CACM-1572,9,0.222,0.333
3,CACM-2061,10,0.200,0.333
3,CACM-2411,11,0.182,0.333
3,CACM-2111,12,0.167,0.333
3,CACM-3130,13,0.154,0.333
3,CACM-1402,14,0.143,0.333
3,CACM-1007,15,0.133,0.333
3,CACM-1783,16,0.125,0.333
3,CACM-0205,17,0.118,0.333
3,CACM-2886,18,0.111,0.333
3,CACM-1392,19,0.105,0.333
3,CACM-1947,20,0.150,0.500
3,CACM-1062,21,0.143,0.500
3,CACM-1565,22,0.136,0.500
3,CACM-2551,23,0.130,0.500
3,CACM-1029,24,0.125,0.500
3,CACM-2658,25,0.120,0.500
3,CACM-2423,26,0.115,0.500
3,CACM-1223,27,0.111,0.500
3,CACM-2867,28,0.107,0.500
3,CACM-2449,29,0.103,0.500
3,CACM-1682,30,0.100,0.500
3,CACM-1194,31,0.097,0.500
3,CACM-1723,32,0.094,0.500
3,CACM-2053,33,0.091,0.500
3,CACM-1154,34,0.088,0.500
3,CACM-0799,35,0.086,0.500
3,CACM-3080,36,0.083,0.500
3,CACM-2064,37,0.081,0.500
3,CACM-3093,38,0.079,0.500
3,CACM-3103,39,0.077,0.500
3,CACM-2439,40,0.075,0.500
3,CACM-3028,41,0.073,0.500
3,CACM-2904,42,0.071,0.500
3,CACM-2175,43,0.070,0.500
3,CACM-1159,44,0.068,0.500
3,CACM-2871,45,0.067,0.500
3,CACM-2877,46,0.065,0.500
3,CACM-3124,47,0.064,0.500
3,CACM-2684,48,0.062,0.500
3,CACM-2929,49,0.061,0.500
3,CACM-2897,50,0.060,0.500
3,CACM-2534,51,0.059,0.500
3,CACM-2542,52,0.058,0.500
3,CACM-1916,53,0.057,0.500
3,CACM-1365,54,0.056,0.500
3,CACM-2112,55,0.055,0.500
3,CACM-1003,56,0.054,0.500
3,CACM-0254,57,0.053,0.500
3,CACM-2138,58,0.052,0.500
3,CACM-2887,59,0.051,0.500
3,CACM-3056,60,0.050,0.500
3,CACM-2990,61,0.049,0.500
3,CACM-1315,62,0.048,0.500
3,CACM-2110,63,0.048,0.500
3,CACM-2921,64,0.047,0.500
3,CACM-0464,65,0.046,0.500
3,CACM-1386,66,0.045,0.500
3,CACM-3099,67,0.045,0.500
3,CACM-1671,68,0.044,0.500
3,CACM-2659,69,0.043,0.500
3,CACM-2939,70,0.043,0.500
3,CACM-0596,71,0.042,0.500
3,CACM-2843,72,0.042,0.500
3,CACM-2130,73,0.041,0.500
3,CACM-2918,74,0.041,0.500
3,CACM-0303,75,0.040,0.500
3,CACM-1206,76,0.039,0.500
3,CACM-1185,77,0.039,0.500
3,CACM-2746,78,0.038,0.500
3,CACM-0605,79,0.038,0.500
3,CACM-2247,80,0.037,0.500
3,CACM-2598,81,0.037,0.500
3,CACM-3045,82,0.037,0.500
3,CACM-1728,83,0.036,0.500
3,CACM-2579,84,0.036,0.500
3,CACM-2864,85,0.035,0.500
3,CACM-1457,86,0.035,0.500
3,CACM-2808,87,0.034,0.500
3,CACM-2945,88,0.034,0.500
3,CACM-1012,89,0.034,0.500
3,CACM-3110,90,0.033,0.500
3,CACM-1496,91,0.033,0.500
3,CACM-2572,92,0.033,0.500
3,CACM-2217,93,0.032,0.500
3,CACM-2341,94,0.032,0.500
3,CACM-1109,95,0.032,0.500
3,CACM-2794,96,0.031,0.500
3,CACM-1236,97,0.031,0.500
3,CACM-1684,98,0.031,0.500
3,CACM-1620,99,0.030,0.500
3,CACM-1612,100,0.030,0.500
4,CACM-3128,1,1.000,0.083
4,CACM-3043,2,1.000,0.167
4,CACM-2342,3,0.667,0.167
4,CACM-2377,4,0.500,0.167
4,CACM-2519,5,0.400,0.167
4,CACM-2371,6,0.500,0.250
4,CACM-3141,7,0.429,0.250
4,CACM-1135,8,0.375,0.250
4,CACM-2895,9,0.333,0.250
4,CACM-2931,10,0.300,0.250
4,CACM-2939,11,0.273,0.250
4,CACM-2376,12,0.250,0.250
4,CACM-2920,13,0.231,0.250
4,CACM-2969,14,0.214,0.250
4,CACM-3148,15,0.200,0.250
4,CACM-3082,16,0.250,0.333
4,CACM-2940,17,0.235,0.333
4,CACM-1846,18,0.222,0.333
4,CACM-2816,19,0.211,0.333
4,CACM-3103,20,0.200,0.333
4,CACM-2870,21,0.190,0.333
4,CACM-2958,22,0.182,0.333
4,CACM-1748,23,0.174,0.333
4,CACM-1199,24,0.167,0.333
4,CACM-3105,25,0.160,0.333
4,CACM-3073,26,0.192,0.417
4,CACM-2721,27,0.185,0.417
4,CACM-1145,28,0.179,0.417
4,CACM-2912,29,0.207,0.500
4,CACM-2848,30,0.200,0.500
4,CACM-2632,31,0.194,0.500
4,CACM-2949,32,0.188,0.500
4,CACM-1272,33,0.182,0.500
4,CACM-2767,34,0.176,0.500
4,CACM-1198,35,0.171,0.500
4,CACM-2080,36,0.167,0.500
4,CACM-3039,37,0.162,0.500
4,CACM-2276,38,0.158,0.500
4,CACM-2619,39,0.154,0.500
4,CACM-2742,40,0.150,0.500
4,CACM-1485,41,0.146,0.500
4,CACM-1550,42,0.143,0.500
4,CACM-1829,43,0.140,0.500
4,CACM-3013,44,0.136,0.500
4,CACM-2320,45,0.133,0.500
4,CACM-2546,46,0.130,0.500
4,CACM-1854,47,0.128,0.500
4,CACM-3049,48,0.125,0.500
4,CACM-2378,49,0.122,0.500
4,CACM-2851,50,0.120,0.500
4,CACM-0435,51,0.118,0.500
4,CACM-2314,52,0.115,0.500
4,CACM-2929,53,0.113,0.500
4,CACM-2865,54,0.111,0.500
4,CACM-1253,55,0.109,0.500
4,CACM-1928,56,0.107,0.500
4,CACM-2946,57,0.105,0.500
4,CACM-3018,58,0.103,0.500
4,CACM-2060,59,0.102,0.500
4,CACM-2900,60,0.100,0.500
4,CACM-2684,61,0.098,0.500
4,CACM-0724,62,0.097,0.500
4,CACM-2626,63,0.095,0.500
4,CACM-3127,64,0.109,0.583
4,CACM-2196,65,0.108,0.583
4,CACM-1385,66,0.106,0.583
4,CACM-1710,67,0.104,0.583
4,CACM-1677,68,0.103,0.583
4,CACM-0278,69,0.101,0.583
4,CACM-2020,70,0.100,0.583
4,CACM-1484,71,0.099,0.583
4,CACM-2840,72,0.097,0.583
4,CACM-1536,73,0.096,0.583
4,CACM-3120,74,0.095,0.583
4,CACM-0409,75,0.093,0.583
4,CACM-1698,76,0.092,0.583
4,CACM-0527,77,0.091,0.583
4,CACM-3081,78,0.090,0.583
4,CACM-1678,79,0.089,0.583
4,CACM-0040,80,0.087,0.583
4,CACM-3080,81,0.086,0.583
4,CACM-1626,82,0.085,0.583
4,CACM-1665,83,0.084,0.583
4,CACM-2849,84,0.083,0.583
4,CACM-2150,85,0.082,0.583
4,CACM-2554,86,0.081,0.583
4,CACM-1098,87,0.080,0.583
4,CACM-0243,88,0.080,0.583
4,CACM-1623,89,0.079,0.583
4,CACM-3137,90,0.078,0.583
4,CACM-1527,91,0.077,0.583
4,CACM-1529,92,0.076,0.583
4,CACM-2438,93,0.075,0.583
4,CACM-1978,94,0.074,0.583
4,CACM-0321,95,0.074,0.583
4,CACM-2883,96,0.073,0.583
4,CACM-1681,97,0.072,0.583
4,CACM-1206,98,0.071,0.583
4,CACM-1614,99,0.071,0.583
4,CACM-2522,100,0.070,0.583
5,CACM-2035,1,1.000,0.125
5,CACM-2299,2,1.000,0.250
5,CACM-1829,3,0.667,0.250
5,CACM-2003,4,0.500,0.250
5,CACM-1502,5,0.600,0.375
5,CACM-1699,6,0.500,0.375
5,CACM-0892,7,0.429,0.375
5,CACM-1392,8,0.375,0.375
5,CACM-2947,9,0.333,0.375
5,CACM-1960,10,0.300,0.375
5,CACM-2786,11,0.273,0.375
5,CACM-1671,12,0.250,0.375
5,CACM-2252,13,0.231,0.375
5,CACM-2399,14,0.286,0.500
5,CACM-2629,15,0.267,0.500
5,CACM-2820,16,0.312,0.625
5,CACM-1698,17,0.294,0.625
5,CACM-1937,18,0.278,0.625
5,CACM-2873,19,0.263,0.625
5,CACM-2321,20,0.250,0.625
5,CACM-2169,21,0.238,0.625
5,CACM-1188,22,0.227,0.625
5,CACM-2357,23,0.217,0.625
5,CACM-1281,24,0.208,0.625
5,CACM-2812,25,0.200,0.625
5,CACM-1978,26,0.192,0.625
5,CACM-2145,27,0.185,0.625
5,CACM-2841,28,0.179,0.625
5,CACM-1750,29,0.172,0.625
5,CACM-3147,30,0.167,0.625
5,CACM-1605,31,0.161,0.625
5,CACM-2542,32,0.156,0.625
5,CACM-1159,33,0.152,0.625
5,CACM-1646,34,0.147,0.625
5,CACM-1396,35,0.143,0.625
5,CACM-2358,36,0.139,0.625
5,CACM-2188,37,0.135,0.625
5,CACM-1409,38,0.132,0.625
5,CACM-2522,39,0.128,0.625
5,CACM-1534,40,0.125,0.625
5,CACM-1742,41,0.122,0.625
5,CACM-1764,42,0.119,0.625
5,CACM-1487,43,0.116,0.625
5,CACM-2314,44,0.114,0.625
5,CACM-1435,45,0.111,0.625
5,CACM-1395,46,0.109,0.625
5,CACM-1853,47,0.106,0.625
5,CACM-3012,48,0.104,0.625
5,CACM-2247,49,0.102,0.625
5,CACM-1571,50,0.100,0.625
5,CACM-1827,51,0.098,0.625
5,CACM-2572,52,0.096,0.625
5,CACM-2705,53,0.094,0.625
5,CACM-2753,54,0.093,0.625
5,CACM-2985,55,0.091,0.625
5,CACM-1252,56,0.089,0.625
5,CACM-2277,57,0.088,0.625
5,CACM-2002,58,0.086,0.625
5,CACM-2396,59,0.085,0.625
5,CACM-1272,60,0.083,0.625
5,CACM-1962,61,0.082,0.625
5,CACM-2078,62,0.081,0.625
5,CACM-2155,63,0.079,0.625
5,CACM-1697,64,0.078,0.625
5,CACM-3087,65,0.077,0.625
5,CACM-2980,66,0.076,0.625
5,CACM-2622,67,0.075,0.625
5,CACM-3144,68,0.074,0.625
5,CACM-1238,69,0.072,0.625
5,CACM-3025,70,0.071,0.625
5,CACM-1589,71,0.070,0.625
5,CACM-1033,72,0.069,0.625
5,CACM-2379,73,0.068,0.625
5,CACM-1253,74,0.068,0.625
5,CACM-2534,75,0.067,0.625
5,CACM-1523,76,0.066,0.625
5,CACM-1724,77,0.065,0.625
5,CACM-1747,78,0.064,0.625
5,CACM-2148,79,0.063,0.625
5,CACM-1194,80,0.062,0.625
5,CACM-2868,81,0.062,0.625
5,CACM-0695,82,0.061,0.625
5,CACM-1748,83,0.060,0.625
5,CACM-1835,84,0.060,0.625
5,CACM-1901,85,0.059,0.625
5,CACM-2105,86,0.058,0.625
5,CACM-2181,87,0.057,0.625
5,CACM-1774,88,0.057,0.625
5,CACM-2546,89,0.056,0.625
5,CACM-0972,90,0.056,0.625
5,CACM-2167,91,0.055,0.625
5,CACM-1652,92,0.054,0.625
5,CACM-2389,93,0.054,0.625
5,CACM-0040,94,0.053,0.625
5,CACM-1341,95,0.053,0.625
5,CACM-2948,96,0.052,0.625
5,CACM-1010,97,0.052,0.625
5,CACM-2319,98,0.051,0.625
5,CACM-2267,99,0.051,0.625
5,CACM-2626,100,0.050,0.625
6,CACM-2826,1,0.000,0.000
6,CACM-2828,2,0.500,0.333
6,CACM-1543,3,0.667,0.667
6,CACM-1365,4,0.500,0.667
6,CACM-2230,5,0.400,0.667
6,CACM-0605,6,0.333,0.667
6,CACM-1234,7,0.286,0.667
6,CACM-2721,8,0.250,0.667
6,CACM-0695,9,0.222,0.667
6,CACM-0531,10,0.200,0.667
6,CACM-3035,11,0.182,0.667
6,CACM-0670,12,0.167,0.667
6,CACM-2931,13,0.154,0.667
6,CACM-1664,14,0.143,0.667
6,CACM-0417,15,0.133,0.667
6,CACM-2078,16,0.188,1.000
6,CACM-1341,17,0.176,1.000
6,CACM-1014,18,0.167,1.000
6,CACM-3135,19,0.158,1.000
6,CACM-1623,20,0.150,1.000
6,CACM-2187,21,0.143,1.000
6,CACM-2389,22,0.136,1.000
6,CACM-1184,23,0.130,1.000
6,CACM-2753,24,0.125,1.000
6,CACM-1928,25,0.120,1.000
6,CACM-2943,26,0.115,1.000
6,CACM-3080,27,0.111,1.000
6,CACM-2810,28,0.107,1.000
6,CACM-2834,29,0.103,1.000
6,CACM-1379,30,0.100,1.000
6,CACM-2667,31,0.097,1.000
6,CACM-1148,32,0.094,1.000
6,CACM-1614,33,0.091,1.000
6,CACM-1366,34,0.088,1.000
6,CACM-1886,35,0.086,1.000
6,CACM-1353,36,0.083,1.000
6,CACM-2978,37,0.081,1.000
6,CACM-1867,38,0.079,1.000
6,CACM-1083,39,0.077,1.000
6,CACM-1046,40,0.075,1.000
6,CACM-2805,41,0.073,1.000
6,CACM-2166,42,0.071,1.000
6,CACM-2264,43,0.070,1.000
6,CACM-0320,44,0.068,1.000
6,CACM-2893,45,0.067,1.000
6,CACM-2231,46,0.065,1.000
6,CACM-2046,47,0.064,1.000
6,CACM-2918,48,0.062,1.000
6,CACM-1457,49,0.061,1.000
6,CACM-1348,50,0.060,1.000
6,CACM-1362,51,0.059,1.000
6,CACM-1233,52,0.058,1.000
6,CACM-2873,53,0.057,1.000
6,CACM-2297,54,0.056,1.000
6,CACM-3077,55,0.055,1.000
6,CACM-0321,56,0.054,1.000
6,CACM-1827,57,0.053,1.000
6,CACM-3000,58,0.052,1.000
6,CACM-1877,59,0.051,1.000
6,CACM-1099,60,0.050,1.000
6,CACM-1443,61,0.049,1.000
6,CACM-1653,62,0.048,1.000
6,CACM-3076,63,0.048,1.000
6,CACM-2572,64,0.047,1.000
6,CACM-1199,65,0.046,1.000
6,CACM-2302,66,0.045,1.000
6,CACM-2092,67,0.045,1.000
6,CACM-1458,68,0.044,1.000
6,CACM-0694,69,0.043,1.000
6,CACM-1978,70,0.043,1.000
6,CACM-1445,71,0.042,1.000
6,CACM-2930,72,0.042,1.000
6,CACM-1459,73,0.041,1.000
6,CACM-2061,74,0.041,1.000
6,CACM-2892,75,0.040,1.000
6,CACM-1781,76,0.039,1.000
6,CACM-1262,77,0.039,1.000
6,CACM-2900,78,0.038,1.000
6,CACM-1387,79,0.038,1.000
6,CACM-0616,80,0.037,1.000
6,CACM-1572,81,0.037,1.000
6,CACM-2932,82,0.037,1.000
6,CACM-1206,83,0.036,1.000
6,CACM-2307,84,0.036,1.000
6,CACM-1397,85,0.035,1.000
6,CACM-1587,86,0.035,1.000
6,CACM-1272,87,0.034,1.000
6,CACM-1392,88,0.034,1.000
6,CACM-0724,89,0.034,1.000
6,CACM-2886,90,0.033,1.000
6,CACM-2289,91,0.033,1.000
6,CACM-0533,92,0.033,1.000
6,CACM-2707,93,0.032,1.000
6,CACM-2317,94,0.032,1.000
6,CACM-1601,95,0.032,1.000
6,CACM-0492,96,0.031,1.000
6,CACM-2841,97,0.031,1.000
6,CACM-2263,98,0.031,1.000
6,CACM-1748,99,0.030,1.000
6,CACM-2993,100,0.030,1.000
7,CACM-3043,1,1.000,0.036
7,CACM-3128,2,1.000,0.071
7,CACM-2342,3,1.000,0.107
7,CACM-2912,4,1.000,0.143
7,CACM-2376,5,1.000,0.179
7,CACM-2949,6,0.833,0.179
7,CACM-2865,7,0.857,0.214
7,CACM-3141,8,0.875,0.250
7,CACM-1854,9,0.778,0.250
7,CACM-2320,10,0.800,0.286
7,CACM-3148,11,0.818,0.321
7,CACM-2740,12,0.750,0.321
7,CACM-1749,13,0.692,0.321
7,CACM-0046,14,0.643,0.321
7,CACM-2378,15,0.600,0.321
7,CACM-1198,16,0.625,0.357
7,CACM-3048,17,0.588,0.357
7,CACM-2871,18,0.556,0.357
7,CACM-2111,19,0.526,0.357
7,CACM-2890,20,0.500,0.357
7,CACM-2541,21,0.476,0.357
7,CACM-2895,22,0.500,0.393
7,CACM-2080,23,0.478,0.393
7,CACM-3014,24,0.458,0.393
7,CACM-2519,25,0.440,0.393
7,CACM-2379,26,0.423,0.393
7,CACM-2150,27,0.444,0.429
7,CACM-3104,28,0.429,0.429
7,CACM-2317,29,0.414,0.429
7,CACM-1748,30,0.400,0.429
7,CACM-0243,31,0.387,0.429
7,CACM-2940,32,0.375,0.429
7,CACM-1135,33,0.364,0.429
7,CACM-2371,34,0.353,0.429
7,CACM-3082,35,0.371,0.464
7,CACM-3078,36,0.361,0.464
7,CACM-1098,37,0.351,0.464
7,CACM-1753,38,0.342,0.464
7,CACM-2851,39,0.333,0.464
7,CACM-1381,40,0.325,0.464
7,CACM-2979,41,0.317,0.464
7,CACM-3080,42,0.310,0.464
7,CACM-1623,43,0.302,0.464
7,CACM-2264,44,0.295,0.464
7,CACM-2795,45,0.289,0.464
7,CACM-2276,46,0.283,0.464
7,CACM-1928,47,0.277,0.464
7,CACM-3039,48,0.271,0.464
7,CACM-2972,49,0.265,0.464
7,CACM-2216,50,0.260,0.464
7,CACM-2802,51,0.255,0.464
7,CACM-3137,52,0.250,0.464
7,CACM-1698,53,0.245,0.464
7,CACM-2920,54,0.241,0.464
7,CACM-1886,55,0.236,0.464
7,CACM-2958,56,0.232,0.464
7,CACM-1099,57,0.228,0.464
7,CACM-2016,58,0.224,0.464
7,CACM-1458,59,0.220,0.464
7,CACM-2732,60,0.217,0.464
7,CACM-3031,61,0.213,0.464
7,CACM-2903,62,0.210,0.464
7,CACM-2326,63,0.206,0.464
7,CACM-1397,64,0.203,0.464
7,CACM-2950,65,0.200,0.464
7,CACM-0825,66,0.197,0.464
7,CACM-3170,67,0.194,0.464
7,CACM-0942,68,0.191,0.464
7,CACM-2179,69,0.188,0.464
7,CACM-1272,70,0.186,0.464
7,CACM-2307,71,0.183,0.464
7,CACM-1626,72,0.181,0.464
7,CACM-2864,73,0.178,0.464
7,CACM-3140,74,0.176,0.464
7,CACM-1706,75,0.173,0.464
7,CACM-2470,76,0.171,0.464
7,CACM-2289,77,0.169,0.464
7,CACM-2522,78,0.167,0.464
7,CACM-1665,79,0.165,0.464
7,CACM-2535,80,0.163,0.464
7,CACM-2344,81,0.160,0.464
7,CACM-2060,82,0.159,0.464
7,CACM-2033,83,0.157,0.464
7,CACM-2406,84,0.155,0.464
7,CACM-1834,85,0.153,0.464
7,CACM-2657,86,0.151,0.464
7,CACM-1960,87,0.161,0.500
7,CACM-1572,88,0.159,0.500
7,CACM-2581,89,0.157,0.500
7,CACM-1145,90,0.156,0.500
7,CACM-2931,91,0.154,0.500
7,CACM-1805,92,0.152,0.500
7,CACM-2623,93,0.151,0.500
7,CACM-3143,94,0.149,0.500
7,CACM-3059,95,0.147,0.500
7,CACM-2268,96,0.146,0.500
7,CACM-1518,97,0.144,0.500
7,CACM-1601,98,0.143,0.500
7,CACM-3077,99,0.141,0.500
7,CACM-3120,100,0.140,0.500
8,CACM-2625,1,1.000,0.333
8,CACM-3032,2,1.000,0.667
8,CACM-2951,3,0.667,0.667
8,CACM-2541,4,0.500,0.667
8,CACM-2776,5,0.400,0.667
8,CACM-1685,6,0.333,0.667
8,CACM-2858,7,0.286,0.667
8,CACM-1869,8,0.250,0.667
8,CACM-0912,9,0.222,0.667
8,CACM-2371,10,0.200,0.667
8,CACM-2991,11,0.182,0.667
8,CACM-2194,12,0.167,0.667
8,CACM-1928,13,0.154,0.667
8,CACM-1677,14,0.143,0.667
8,CACM-2949,15,0.133,0.667
8,CACM-1785,16,0.125,0.667
8,CACM-0492,17,0.118,0.667
8,CACM-1723,18,0.111,0.667
8,CACM-2860,19,0.105,0.667
8,CACM-2543,20,0.100,0.667
8,CACM-3068,21,0.095,0.667
8,CACM-1752,22,0.091,0.667
8,CACM-3083,23,0.087,0.667
8,CACM-3053,24,0.083,0.667
8,CACM-2482,25,0.080,0.667
8,CACM-1754,26,0.077,0.667
8,CACM-0332,27,0.074,0.667
8,CACM-2501,28,0.071,0.667
8,CACM-1695,29,0.069,0.667
8,CACM-2197,30,0.067,0.667
8,CACM-3040,31,0.065,0.667
8,CACM-0828,32,0.062,0.667
8,CACM-2892,33,0.061,0.667
